publication_id,Lien Google Scholar,Editors,Book,Publisher,chercheur,chercheur_id,Titre_publication,Auteurs,Lien,Journal,Conference,date_publication,Volumes,nombre_pages,Type
coaes2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LG1jBMYAAAAJ&citation_for_view=LG1jBMYAAAAJ:2osOgNQ5qMEC,Pergamon,,,HASSINI Sabrina,22,Considering human resource constraints for real joint production and maintenance schedules,Sabrina Bouzidi-Hassini and F Benbouzid-Si Tayeb and François Marmier and M Rabahi,https://doi.org/10.1016/j.cie.2015.08.013,Computers & Industrial Engineering,,2015,90,197-211,journal
afmts2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LG1jBMYAAAAJ&citation_for_view=LG1jBMYAAAAJ:WF5omc3nYNoC,IEEE,,IEEE Computer Society,HASSINI Sabrina,22,A fuzzy genetic algorithm for single-machine scheduling and flexible maintenance planning integration under human resource constraints,Meriem Touat and Fatima Benbouzid-Si Tayeb and Sabrina Bouzidi-Hassini and Belaid Benhamou,https://doi.org/10.1109/ICTAI.2017.00089,,2017 IEEE 29th International Conference on Tools with Artificial Intelligence (ICTAI),2017,,551-558,conference
ahhts2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LG1jBMYAAAAJ&citation_for_view=LG1jBMYAAAAJ:eQOLeE2rZwMC,Elsevier,,,HASSINI Sabrina,22,A hybridization of genetic algorithms and fuzzy logic for the single-machine scheduling with flexible maintenance problem under human resource constraints,Meriem Touat and Sabrina Bouzidi-Hassini and Fatima Benbouzid-Sitayeb and Belaid Benhamou,https://doi.org/10.1016/j.asoc.2017.05.058,Applied Soft Computing,,2017,59,556-573,journal
prnce2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LG1jBMYAAAAJ&citation_for_view=LG1jBMYAAAAJ:_FxGoFyzp5QC,,,,HASSINI Sabrina,22,Prise en compte des ressources humaines dans l'ordonnancement conjoint de production et de maintenance,Sabrina Bouzidi-Hassini,,,,2017,,,
asory2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LG1jBMYAAAAJ&citation_for_view=LG1jBMYAAAAJ:UebtZRa9Y70C,IOPscience,,,HASSINI Sabrina,22,A scheduler for the National Aures Observatory,Y A Bekhti and K Lamraoui and N Seghouani and K Benatchba and S Bouzidi-Hassini,,Journal of Physics: Conference Series,,2019,1269,,journal
togon2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LG1jBMYAAAAJ&citation_for_view=LG1jBMYAAAAJ:ufrVoPGSRksC,,,ACM,HASSINI Sabrina,22,Towards a specification language for spatial user interaction,Khadidja Chaoui and Sabrina Bouzidi-Hassini and Yacine Bellik,https://doi.org/10.1145/3385959.3424278,,"SUI '20: Symposium on Spatial User Interaction, Virtual Event, Canada, October 31 - November 1, 2020",2020,,1-2,conference
asion2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LG1jBMYAAAAJ&citation_for_view=LG1jBMYAAAAJ:Se3iqnhoufwC,,,SCITEPRESS,HASSINI Sabrina,22,A Specification Language and a Modeling Tool for Spatial User Interaction,Chaoui Khadidja and Bouzidi-Hassini Sabrina and Bellik Yacine and Karasad Chabane and Abderrahmene Hamzaoui,https://doi.org/10.5220/0010905100003124,,"The 17th VISIGRAPP-International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",2022,2,225 - 232,conference
sprxt2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LG1jBMYAAAAJ&citation_for_view=LG1jBMYAAAAJ:roLk4NBRz8UC,,,SCITEPRESS,HASSINI Sabrina,22,Spatial User Interaction: What Next?,Khadidja Chaoui and Sabrina Bouzidi-Hassini and Yacine Bellik,https://doi.org/10.5220/0010836700003124,,"The 17th VISIGRAPP- International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",2022,2,163-177,conference
suron2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LG1jBMYAAAAJ&citation_for_view=LG1jBMYAAAAJ:LkGwnXOMwfcC,Springer-Verlag,,,HASSINI Sabrina,22,SUIL: a Modeling Language for Spatial User Interaction,Khadidja Chaoui and Sabrina Bouzidi-Hassini and Yacine. Bellik,,Journal of Reliable Intelligent Environments,,2022,,,journal
amsem2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=G-iDEugAAAAJ&citation_for_view=G-iDEugAAAAJ:9yKSN-GCB0IC,Springer Berlin Heidelberg,,Springer,KHELIFATI Si Larabi,25,A multi-agent scheduling approach for the joint scheduling of jobs and maintenance operations in the flow shop sequencing problem,Si Larabi Khelifati and Fatima Benbouzid-Sitayeb,https://doi.org/10.1007/978-3-642-23938-0_7,,"Computational Collective Intelligence. Technologies and Applications: Third International Conference, ICCCI 2011, Gdynia, Poland, September 21-23, 2011, Proceedings, Part II 3",2011,,60-69,conference
asbem2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=G-iDEugAAAAJ&citation_for_view=G-iDEugAAAAJ:u5HHmVD_uO8C,IEEE,,IEEE,KHELIFATI Si Larabi,25,A sequantial distributed approach for the joint scheduling of jobs and maintenance operations in the flowshop sequencing problem,Si Larabi Khelifati and Fatima Benbouzid-Sitayeb,https://doi.org/10.1109/ISDA.2011.6121692,,2011 11th International Conference on Intelligent Systems Design and Applications,2011,,420-425,conference
amnem2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=G-iDEugAAAAJ&citation_for_view=G-iDEugAAAAJ:u-x6o8ySG0sC,Inderscience Publishers Ltd,,,KHELIFATI Si Larabi,25,A multi-agent approach for scheduling jobs and maintenance operations in the flowshop sequencing problem,Si Larabi Khelifati and Fatima Benbouzid-Si Tayeb,https://doi.org/10.1504/IJIEI.2013.056072,International Journal of Intelligent Engineering Informatics 3,,2013,2,47-70,journal
acp292014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=G-iDEugAAAAJ&citation_for_view=G-iDEugAAAAJ:roLk4NBRz8UC,Springer,,,KHELIFATI Si Larabi,25,"Achimugu, Philip 129",Azhana Ahmad and Mohd Syahid Anuar and Mohd Sharifuddin Ahmad and M Augustynek and Faiez Gargouri and Mohamed Garoui and Imran Ghani and Aneta Bartuskova and Ghusoon Salim Basheer and Gergö Gombos and F Benbouzid-Sitayeb and T Holinka and Saber Benharzallah and Cécile Bothorel and Jing-Xuan Huang and Kuo-Tsang Huang and S Bourahla and Pascal Bouvry and S Bouzidi-Hassini and Sy Tien Bui and Rui-Wen Chen and Sirapat Chiewchanwattana and Jui-Chung Hung and Myunggwon Hwang and Roliana Ibrahim and Ismaila Idris and Mona Kadry and Dongjin Choi and Okba Kazar and Yuh-Shy Chuang and S Khelifati and MW Chughtai and Jeongin Kim and Pankoo Kim and Attila Kiss and Shengchun Deng and L Kolarcik and Phung Do and Thanh-Nghi Do and Mateusz Kopec and Abderrafiaa Koukam and Xiaolin Du and Tran Nam Dung and Ondrej Krejcar and Piotr Dziurzanski and Cheung-Chieh Ku and Jan Kubicek and Béchir El Ayeb and Olla Elsaadany and Hiep Le and Suzanne Embury and Nurul A Emran and Krzysztof Łakomiec and Chia-Ko Lee and Yi-Chih Lee,,Advanced Approaches to Intelligent Information and Database Systems,,2014,551,365,journal
reble2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:Y0pCki6q_DkC,,,,KERMI Adel,26,Recalage non rigide utilisant des déformations de forme libre (FFD) pour la reconstruction faciale tridimensionnelle,Adel Kermi and Isabelle Bloch and Mohamed Tayeb Laskri,,les actes du 8ème Colloque Africain sur la Recherche en Informatique,,2006,,377Y384,journal
anmon2007,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:Tyk-4Ss8FVUC,,,,KERMI Adel,26,A non-linear registration method guided by b-splines free-form deformations for three-dimensional facial reconstruction,A Kermi and I Bloch and MT Laskri,,International Review on Computers and Software (IRECOS),,2007,2,609-619,journal
attad2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:W7OEmFMy1HYC,American Institute of Physics,,,KERMI Adel,26,A Three-Dimensional Computerized Facial Reconstruction Using Non-Linear Registration of A Reference Head,A Kermi and MT Laskri and I Bloch,,AIP Conference Proceedings,,2008,1019,9-14,journal
reues2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:WF5omc3nYNoC,,,,KERMI Adel,26,Reconstructions faciales à partir d'images tridimensionnelles de crânes humains par recalage et modèle déformable pour l'identification de personnes,Adel Kermi,,,,2008,,,
3drch2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:_FxGoFyzp5QC,IEEE,,,KERMI Adel,26,3D-Computerized facial reconstructions from 3D-MRI of human heads using deformable model approach,Adel Kermi and Sofia Marniche-Kermi and Mohamed Tayeb Laskri,,,2010 International Conference on Machine and Web Intelligence,2010,,276-282,conference
a3kns2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:YsMSGLbcyi4C,IEEE,,IEEE,KERMI Adel,26,A 3D deformable model constrained by anthropometric knowledge for computerized facial reconstructions,Adel Kermi and Mohamed Tayeb Laskri,https://doi.org/10.1109/ISSPA.2012.6310686,,"2012 11th International Conference on Information Science, Signal Processing and their Applications (ISSPA)",2012,,924-929,conference
redes2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:UebtZRa9Y70C,Presses Académiques Francophones,,,KERMI Adel,26,Reconstructions faciales 3D informatisées à partir d'IRM-3D de têtes : Utilisation du recalage non linéaire guidé par les FFD et d'un modèle déformable à base de maillages …,Adel Kermi,,,,2012,,,
afits2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:roLk4NBRz8UC,,,,KERMI Adel,26,A Fully Automated Brain Tumor Segmentation in 3D-MRI using Symmetry Analysis of brain and Geodesic Level Sets,Adel KERMI and Mohamed Ayoub NEGGAZ and Khaled ANDJOUH and Ferhat ZIDANE,,,The 2nd International Conference on Pattern Analysis and Intelligent Systems (PAIS'2016),2016,,,conference
whcri2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:hqOjcs7Dif8C,,,,KERMI Adel,26,Where_Is: A Fully Computerized System for Detection and Segmentation of Brain Tumor in 3D-MRI,Adel Kermi and Khaled Andjouh and Ferhat Zidane,,,The 2nd Conference on Computing Systems and Applications (CSA'2016),2016,,200-209,conference
br0ks2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:MXK_kJrjxJIC,"Springer, Cham",,,KERMI Adel,26,Brain Tumor Segmentation in Multimodal 3D-MRI of BraTS'2018 Datasets using Deep Convolutional Neural Networks,Adel Kermi and Issam Mahmoudi and Mohamed Tarek Khadir,,,7th International MICCAI Brainlesion Workshop - BraTS Challenge,2018,,252-263,conference
fu3ts2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:0EnyYjriUFMC,IET Digital Library,,,KERMI Adel,26,Fully Automated Brain Tumor Segmentation System in 3D-MRI using Symmetry Analysis of Brain and Level-Sets,Adel Kermi and Khaled Andjouh and Ferhat Zidane,,IET Image Processing,,2018,12,1964 -1971,journal
deaes2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:3fE2CSJIrl8C,"A. CRIMI, S. BAKAS, H. KUIJF, F. KEYVAN, M. REYES, and T. VAN WALSUM",Lecture Notes in Computer Science (LNCS),,KERMI Adel,26,Deep Convolutional Neural Networks using U-Net for Automatic Brain Tumor Segmentation in Multimodal MRI Volumes,Adel KERMI and Issam MAHMOUDI and Mohamed Tarek KHADIR,,,,2019,11384,37-48,
idpge2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:5nxA0vEk-isC,,,,KERMI Adel,26,"Identifying the best machine learning algorithms for brain tumor segmentation, progression assessment, and overall survival prediction in the BRATS challenge",Spyridon Bakas and Mauricio Reyes and Andras Jakab and Stefan Bauer and Markus Rempfler and Alessandro Crimi and Russell Takeshi Shinohara and Christoph Berger and Sung Min Ha and Martin Rozycki and Marcel Prastawa and Esther Alberts and Jana Lipkova and John Freymann and Justin Kirby and Michel Bilello and Hassan Fathallah-Shaykh and Roland Wiest and Jan Kirschke and Benedikt Wiestler and Rivka Colen and Aikaterini Kotrotsou and Pamela Lamontagne and Daniel Marcus and Mikhail Milchenko and Arash Nazeri and Marc-Andre Weber and Abhishek Mahajan and Ujjwal Baid and Elizabeth Gerstner and Dongjin Kwon and Gagan Acharya and Manu Agarwal and Mahbubul Alam and Alberto Albiol and Antonio Albiol and Francisco J Albiol and Varghese Alex and Nigel Allinson and Pedro HA Amorim and Abhijit Amrutkar and Ganesh Anand and Simon Andermatt and Tal Arbel and Pablo Arbelaez and Aaron Avery and Muneeza Azmat and W Bai and Subhashis Banerjee and Bill Barth and Thomas Batchelder and Kayhan Batmanghelich and Enzo Battistella and Andrew Beers and Mikhail Belyaev and Martin Bendszus and Eze Benson and Jose Bernal,,arXiv preprint arXiv:1811.02629,,2019,,,journal
a3ois2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:isC4tDSrTZIC,,,,KERMI Adel,26,A 3D-CNN Model for Automated Gliomas Sub-Regions Segmentation in Multimodal Brain 3D-MRIs,Adel Kermi and Farah Bounsiar and Sonia Reffad and Mohamed Tarek Khadir,,,"The 4th conference on Informatics and Applied Mathematics (IAM'21), Virtual conference",2021,,,conference
ad9ns2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:hMod-77fHWUC,IEEE,,,KERMI Adel,26,A Deep Learning-based 3D CNN for Automated COVID-19 Lung Lesions Segmentation from 3D Chest CT Scans,Adel Kermi and Hadj Cheikh Djennelbaroud and Mohamed Tarek Khadir,,,"2022 5th International Symposium on Informatics and its Applications (ISIA), M'Sila University, Algeria",2022,,1-5,conference
adces2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:NMxIlDl6LWMC,,,,KERMI Adel,26,A Deep Learning-based 3D-GAN for Glioma Subregions Detection and Segmentation in Multimodal Brain MRI volumes,Adel Kermi and Mohamed Karam Nassim Behaz and Akram Benamar and Mohamed Tarek Khadir,,,2022 International Symposium on iNnovative Informatics of Biskra (ISNIB'2022),2022,,1-7,conference
mubta2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:J_g5lzvAfSwC,IEEE,,,KERMI Adel,26,Multi-modal skin lesion classification based on dermoscopic images and meta-data,Doriane Belmili and Hiba Chelabi and Adel Kermi,,,2023 International Conference on Decision Aid Sciences and Applications (DASA),2023,,515-519,conference
auoel2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:pyW8ca7W8N0C,IEEE,,,KERMI Adel,26,Automated Brain Tumor Segmentation in Multimodal MRI Scans Using a Multi-Encoder U-Net Model,Ayoub Bouzara and Adel Kermi,,,2024 8th International Conference on Image and Signal Processing and their Applications (ISPA),2024,,1-8,conference
imiel2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=1UEZWYAAAAAJ&citation_for_view=1UEZWYAAAAAJ:xtRiw3GOFMkC,,,,KERMI Adel,26,Improved Brain Tumor Segmentation with Multi-Encoder U-Net Model,Ayoub Bouzara and Adel Kermi,,,"The first Algerian Doctoral Conference in Computer Science (ADCCS'2024), ESI-Algiers",2024,,,conference
auing1991,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:B3FOqHPlNUQC,IEEE,,,KOUDIL  Mouloud,27,Automatic test point insertion for pseudo-random testing,Y Savaria and M Youssef and B Kaminska and M Koudil,,,"1991., IEEE International Symposium on Circuits and Systems",1991,,1960-1963,conference
fosts1998,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:olpn-zPbct0C,"[Paris, France]: Dunod, c1982-",,,KOUDIL  Mouloud,27,FO+ a tool for automatic test point insertion in combinational circuits,Karima Benatchba and Abdelhak Benkrid and Mouloud Koudil,,TSI-Technique et Science Informatiques-RAIRO,,1998,17,699-720,journal
paaat2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:z_wVstp3MssC,,,,KOUDIL  Mouloud,27,PARME un environnement pour la résolution du problème Max-Sat,Karima Benatchba and Mouloud Koudil and Habiba Drias and Chaouche Kamel Oumsalem and Hacene,,,CARI,2002,2,,conference
unogn2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:D_sINldO8mEC,,,,KOUDIL  Mouloud,27,Une approche orientée objet pour le codesign,M Koudil,,,,2002,,,
usngn2003,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:BrmTIyaxlBUC,Springer Berlin Heidelberg,International Work-Conference on Artificial Neural Networks,Springer,KOUDIL  Mouloud,27,Using genetic algorithms for solving partitioning problem in codesign,Mouloud Koudil and Karima Benatchba and Daniel Dours,https://doi.org/10.1007/3-540-44869-1_50,,,2003,,393-400,conference
apggn2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:q3oQSFYPqjQC,,,,KOUDIL  Mouloud,27,A parallel environment using taboo search and genetic algorithms for solving partitioning problems in codesign,Abderrazak Henni and Mouloud Koudil and Karima Benatchba and Hassane Oumsalem and Kamel Chaouche,,WSEAS Transactions on Systems,,2004,3,8-13,journal
apmms2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:eflP2zaiRacC,,,,KOUDIL  Mouloud,27,Application of ant colonies to data-mining expressed as Max-Sat problems,K Benatchba and L Admane and M Koudil and H Drias,,"International Conference on Mathematical Methods for Learning, MML",,2004,,,journal
aplms2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:bnK-pcrLprsC,,,,KOUDIL  Mouloud,27,Application of satisfiability algorithms to time-table problems,Fahima NADER and Mouloud KOUDIL and Karima BENATCHBA and Lotfi ADMANE and Said GHAROUT and Nacer HAMANI,,"Rapport Interne LMCS, INI",,2004,,,journal
uslms2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:fQNAKQ3IYiAC,IEEE,,IEEE,KOUDIL  Mouloud,27,Using ant colonies to solve data-mining problems,Lotfi Admane and Karima Benatchba and Mouloud Koudil and M Drias and Said Gharout and Nacer Hamani,https://doi.org/10.1109/ICSMC.2004.1400824,,"2004 IEEE International Conference on Systems, Man and Cybernetics (IEEE Cat. No. 04CH37583)",2004,4,3151-3157,conference
evane2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:vDijr-p_gm4C,"Berlin: Springer-Verlag, 1973-",,,KOUDIL  Mouloud,27,Evolutionary Computation-Using Bees to Solve a Data-Mining Problem Expressed as a Max-Sat One,Karima Benatchba and Lotfi Admane and Mouloud Koudil,,Lecture Notes in Computer Science,,2005,3562,212-220,journal
somes2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:LPZeul_q3PIC,Springer Berlin Heidelberg,International Work-Conference on the Interplay Between Natural and Artificial Computation,Springer,KOUDIL  Mouloud,27,Solving partitioning problem in codesign with ant colonies,Mouloud Koudil and Karima Benatchba and Said Gharout and Nacer Hamani,https://doi.org/10.1007/11499305_34,,"Artificial Intelligence and Knowledge Engineering Applications: A Bioinspired Approach: First International Work-Conference on the Interplay Between Natural and Artificial Computation, IWINAC 2005, Las Palmas, Canary Islands, Spain, June 15-18, 2005, Proceedings, Part II",2005,,324-337,conference
uspne2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:sSrBHYA8nusC,Springer Berlin Heidelberg,,Springer,KOUDIL  Mouloud,27,Using bees to solve a data-mining problem expressed as a max-sat one,Karima Benatchba and Lotfi Admane and Mouloud Koudil,https://doi.org/10.1007/11499305_22,,"Artificial Intelligence and Knowledge Engineering Applications: A Bioinspired Approach: First International Work-Conference on the Interplay Between Natural and Artificial Computation, IWINAC 2005, Las Palmas, Canary Islands, Spain, June 15-18, 2005, Proceedings, Part II 1",2005,,212-220,conference
ansts2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:geHnlv5EZngC,Elsevier,,,KOUDIL  Mouloud,27,AntPart: an algorithm for the unsupervised classification problem using ants,Lotfi Admane and Karima Benatchba and Mouloud Koudil and Lamri Siad and Said Maziz,https://doi.org/10.1016/j.amc.2005.11.130,Applied Mathematics and Computation,,2006,180,16-28,journal
imums2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:5Ul4iDaHHb8C,IEEE,,,KOUDIL  Mouloud,27,Image segmentation using quantum genetic algorithms,Karima Benatchba and Mouloud Koudil and Yacine Boukir and Nadjib Benkhelat,,,IECON 2006-32nd Annual Conference on IEEE Industrial Electronics,2006,,3556-3563,conference
usngn2007,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:4fKUyHm3Qg0C,Elsevier,,,KOUDIL  Mouloud,27,Using artificial bees to solve partitioning and scheduling problems in codesign,Mouloud Koudil and Karima Benatchba and Amina Tarabet and El Batoul Sahraoui,https://doi.org/10.1016/j.amc.2006.08.166,Applied Mathematics and Computation,,2007,186,1710-1722,journal
isets2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:VOx2b1Wkg3QC,IEEE,,,KOUDIL  Mouloud,27,ISA an algorithm for image segmentation using ants,Karima Benatcha and Mouloud Koudil and Nadjib Benkhelat and Yacine Boukir,,,2008 IEEE International Symposium on Industrial Electronics,2008,,2503-2507,conference
anuks2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:mvPsJ3kp5DgC,,Proceedings of the International Conference on Management of Emergent Digital EcoSystems,ACM,KOUDIL  Mouloud,27,An ACO/MAS joint approach to manage communications in wireless sensor networks,Nacer Hamani and Jean-Paul Jamont and Mouloud Koudil and Michel Occello,https://doi.org/10.1145/1643823.1643885,,"MEDES '09: International ACM Conference on Management of Emergent Digital EcoSystems, Lyon, France, October 27-30, 2009",2009,,332-339,conference
reein2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:PELIpwtuRlgC,,,,KOUDIL  Mouloud,27,Reconnaissance de la paume de la main,TOUKA FAISAL,,"Ecole nationale Supérieure d'Informatique (ESI) Oued-Smar, Alger",,2010,,,journal
anmms2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:AXPGKjj_ei8C,IEEE,,IEEE,KOUDIL  Mouloud,27,An optimized self-organized approach to manage communication in wireless instrumentation systems,Nacer Hamani and Jean-Paul Jamont and Michel Occello and Mouloud Koudil,https://doi.org/10.1109/IA.2011.5953612,,2011 IEEE Symposium on Intelligent Agent (IA),2011,,1-8,conference
anins2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:wbdj-CoPYUoC,Cepadues,,,KOUDIL  Mouloud,27,Ant-MWAC: Une approche conjointe multi-agent et colonie de fourmis pour gérer les communications dans les réseaux de capteurs sans,Nacer Hamani and Jean-Paul Jamont and Michel Occello and Mouloud Koudil,,,19èmes Journées Francophones sur les Systèmes Multi-Agents,2011,,-,conference
efeks2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:kRWSkSYxWN8C,IEEE,,IEEE,KOUDIL  Mouloud,27,Efficient adaptive failure detection for query/response based wireless sensor networks,Fatima Zohra Benhamida and Yacine Challal and Mouloud Koudil,https://doi.org/10.1109/WD.2011.6098190,,2011 IFIP Wireless Days (WD),2011,,1-6,conference
ancsn2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:8AbLer7MMksC,IEEE,,IEEE Computer Society,KOUDIL  Mouloud,27,A new weighted shortest path tree for convergecast traffic routing in WSN,Walid Bechkit and Mouloud Koudil and Yacine Challal and Abdelmadjid Bouabdallah and Brahim Souici and Karima Benatchba,https://doi.org/10.1109/ISCC.2012.6249291,,2012 IEEE Symposium on Computers and Communications (ISCC),2012,,000187-000192,conference
agsks2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:WA5NYHcadZ8C,IEEE,,,KOUDIL  Mouloud,27,Agent based platform for the design and simulation of wireless sensor networks,Abdelhakim Hamzi and Mouloud Koudil,,,"2012 International Conference on Computer, Information and Telecommunication Systems (CITS)",2012,,1-5,conference
thsdy2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:JoZmwDi-zQgC,IEEE,,IEEE,KOUDIL  Mouloud,27,Threats models on biometric systems: A comparative study,Dellys Hachemi Nabil and Benatchba Karima and Koudil Mouloud and Bouridane Ahmed,https://doi.org/10.1109/CASoN.2012.6412400,,2012 Fourth International Conference on Computational Aspects of Social Networks (CASoN),2012,,186-191,conference
aloks2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Zbx-EYAAAAJ&citation_for_view=9Zbx-EYAAAAJ:V3AGJWp-ZtQC,IEEE,,IEEE,KOUDIL  Mouloud,27,ALLONE: A new adaptive failure detector model for Low-power Lossy Networks,Fatima Zohra Benhamida and Yacine Challal and Mouloud Koudil,https://doi.org/10.1109/GLOCOM.2013.6831053,,2013 IEEE Global Communications Conference (GLOBECOM),2013,,91-96,conference
